Name	Set	ImageFile	Number	Pack	Type	Sphere	Unique	Traits	Cost	Willpower	Attack	Defense	Health	Encounter Set	Threat	Engagement Cost	Quest Points	Victory Points	OCTGN ID	Setup	Quantity	Text	Shadow
Ravenous Spider	TWQ	TWQ0043	43	The Wizard's Quest	Enemy			Spider.			4	2	5	The Wizard's Quest 25	3	34		1	05119d55-73f5-4973-ada5-d0cc73a2eb4b			Forced: After Ravenous Spider attacks and destroys a character, the defending player exhausts a character he controls.	Shadow: If this attack destroys a character, exhaust a character you control.
Forest Gate	TWQ	TWQ0044	44	The Wizard's Quest	Location			Forest.						The Wizard's Quest 25	1		5	0	763643f4-fb17-43d0-a165-ae0b0b10bc46			Forest Gate gets +1 $ for each enemy in the staging area.	Shadow: Attacking enemy gets +1 Attack for each enemy engaged with you.
Nightfall	TWQ	TWQ0045	45	The Wizard's Quest	Treachery									The Wizard's Quest 25				1	66391b37-52bb-4461-97e7-e24fd3aaa3d5			When Revealed: Attach to the first player's threat dial. (Counts as a Condition attachment with the text: "Forced: Raise your threat by an additional point during the refresh phase.")	
Venomous Spider	TWQ	TWQ0046	46	The Wizard's Quest	Enemy			Spider.			3	2	4	The Wizard's Quest 26	2	28		1	c37069a2-1a82-4a67-a08a-d79f5525c547			Forced: After Venomous Spider attacks and damages a character, that character cannot ready until the end of the round.	Shadow: Defending character cannot ready until the end of the round.
Pitch-dark Thicket	TWQ	TWQ0047	47	The Wizard's Quest	Location			Forest.						The Wizard's Quest 26	2		3	0	2108c366-c09a-4952-9920-398f8d84b5a9			While Pitch-dark Thicket is in the staging area, enemies in the staging area cannot take damage.	Shadow: If attacking enemy was engaged this round, it cannot take damage until the end of the round.
Fastness of Mirkwood	TWQ	TWQ0048	48	The Wizard's Quest	Treachery									The Wizard's Quest 26				1	2e005552-a0a2-4a70-bd96-9d1b21601261			When Revealed: The opposing team searches the encounter deck and discard pile for one different 0 cost location per player (limit 2) and adds them to the staging area. Shuffle the encounter deck.	Shadow: If this attack destroys a character, return the active location to the staging area.
Dark Bats	TWQ	TWQ0049	49	The Wizard's Quest	Enemy			Creature.			3	1	2	The Wizard's Quest 27	2	20		0	5c4188a5-5767-4c8c-8dfd-0b3f7c55e4a1			Forced: After Dark Bats attacks and damages a character, reveal the top card of the encounter deck. Then, discard Dark Bats.	Shadow: Attacking enemy gets +1 Attack. Deal it an additional shadow card.
Forest Stream	TWQ	TWQ0050	50	The Wizard's Quest	Location			Forest. River.						The Wizard's Quest 27	2		5	1	98fe6f91-977f-41a0-b7a4-a89d24836239			While Forest Stream is in the staging area, it gains: "Forced: At the end of the round, remove 2 progress from the main quest."Travel: Raise each player's threat by 2.	
Treacherous Fog	TWQ	TWQ0051	51	The Wizard's Quest	Treachery			Weather.						The Wizard's Quest 27				1	5f2bf8db-d56f-4353-b9be-fd25b7b0650e			When Revealed: Until the end of the phase, each enemy and location in the staging area gets +2 $.	Shadow: Each enemy engaged with you gets +1 Attack and +1 Defense until the end of the phase.
Howling Warg	TWQ	TWQ0052	52	The Wizard's Quest	Enemy			Warg.			2	1	3	The Wizard's Quest 28	1	23		0	929a0f96-a029-4327-b8e5-03cb78293bdf			When Revealed: Discard the top card of the encounter deck. If that card has the Warg trait, reveal it and add it to the staging area.	Shadow: Attacking enemy gets +1 Attack (+2 Attack instead if it has the the Warg trait).
The Wargs Glade	TWQ	TWQ0053	53	The Wizard's Quest	Location		‰	Forest.						The Wizard's Quest 28	3		5	2	f75180d3-29c9-4184-85ce-8b805b9aa8c6			While The Warg's Glade is in the staging area, the first Warg enemy revealed each round gains surge. Forced: When The Warg's Glade is explored, the opposing team searches the encounter deck and discard pile for a non-unique Warg enemy and adds it to the staging area. Shuffle the encounter deck.	
Weighed Down	TWQ	TWQ0054	54	The Wizard's Quest	Treachery									The Wizard's Quest 28				1	c4aea786-9987-451a-8924-e63c628be505			When Revealed: Exhaust each character with an attachment. If no character is exhausted this way, Weighed Down gains surge.	Shadow: Discard an attachment from the defending character.
Erkenbrand	TAC	TAC0137	137	The Antlered Crown	Hero	Leadership	‰	Rohan. Warrior.	10	1	2	3	4						f2a282eb-eab1-472d-b7fb-71429a1a4855			While Erkenbrand is defending, he gains: "Response: Deal 1 damage to Erkenbrand to cancel a shadow effect just triggered."	
Warden of Helms Deep	TAC	TAC0138	138	The Antlered Crown	Ally	Leadership		Rohan. Warrior.	3	0	1	3	2						f64befcc-d4de-47a4-8517-5f2617984270				
The Days Rising	TAC	TAC0139	139	The Antlered Crown	Attachment	Leadership	‰	Song.	1										5d1c8757-7409-41da-9e12-454af06e8946			Response: After attached hero defends against an attack and takes no damage while defending that attack, exhaust Day's Rising to add 1 resource to the attached hero's resource pool.	
Captain of Gondor	TAC	TAC0140	140	The Antlered Crown	Attachment	Tactics	‰	Title.	1										29b76593-0ef3-410b-aa85-1c282d4b1582			Response: After you optionally engage an enemy, exhaust Capatain of Gondor to give attached hero +1 Û and +1 Ú until the end of the round.	
Booming Ent	TAC	TAC0141	141	The Antlered Crown	Ally	Tactics		Ent.	2	0	2	2	3						665b16ad-accf-45c9-8725-f3f5d0818310			Booming Ent gets +1 Û for each damaged Ent character you control.	
Ride Them Down	TAC	TAC0142	142	The Antlered Crown	Event	Spirit			2										6461b502-cb47-4528-b18a-db45988f1692			Quest Action: Choose a non-unique enemy in the staging area. Until the end of the phase, progress would be placed on the quest for questing successfully is instead assigned as damage to the chosen enemy. (Progress must still be placed on any active location first.)	
Shadows Give Way	TAC	TAC0143	143	The Antlered Crown	Event	Spirit			3										7c7912dc-4d55-4c40-98a0-befbbff24c90			Action: Discard each shadow card from each enemy in play.	
Dont be Hasty!	TAC	TAC0144	144	The Antlered Crown	Event	Lore			0										31406925-1626-4c17-b3ee-2e2700a99c14			Response: When an encounter card is revealed but before resolving any of that card's keywords or "when revealed" effects, choose a character committed to the quest. Ready that character and remove it from the quest.	
Waters of Nimrodel	TAC	TAC0145	145	The Antlered Crown	Event	Lore			3										79cb32f4-053c-47e1-983d-59d64b493a76			Action: Heal all damage on each character in play.	
Treebeard	TAC	TAC0146	146	The Antlered Crown	Ally	Neutral	‰	Ent.	4	2	4	3	5						c266126d-cf2d-4a61-aac7-28bac2d1ea0d			Action: Pay 2 resources from Treebeard's pool to ready an Ent character.	
Battle for Dunland	TAC	TAC0147A,TAC0147B	147	The Antlered Crown	Quest				1					The Antlered Crown		A			4bc78852-59b2-4126-86e1-96a1ee918a05	tttls		Setup: The first player takes control of Chief Turch. Set Raven Chief and Raven Chief’s Camp aside, out of play. Reveal 1 copy of Dunland Battlefield and make it the active location. Reveal 1 copy of Raven War-camp and add it to the staging area. Create the Raven deck (see insert) and set it next to the quest deck. Each player chooses 1 different enemy from the Raven deck and adds it to the staging area. Shuffle the encounter deck and Raven deck.	
The Raven Clan	TAC	TAC0148A,TAC0148B	148	The Antlered Crown	Quest				2					The Antlered Crown		A			9b75695b-8431-40ea-8041-afaaa34dc3f4			When Revealed: Shuffle the Raven deck discard pile into the Raven deck. Then, starting with the first player, each player takes the top card of the Raven deck and adds it to the staging area.	
The Last Stage	TAC	TAC0149A,TAC0149B	149	The Antlered Crown	Quest				3					The Antlered Crown		A			c9c2b094-c895-4714-bb2e-c6558c82a153			When Revealed: Add Raven Chief and Raven Chief’s Camp to the staging area. Take the top X cards from the Raven deck and add them to the staging area. X is the number of players minus 1.	
Chief Turch	TAC	TAC0150	150	The Antlered Crown	Objective		‰	Dunland. Boar Clan.		1	3	2	5	The Antlered Crown					a56cab99-d482-4aa3-b5e4-b1e5b857515f			If Chief Turch leaves play, the players lose the game.	
Raven Chief	TAC	TAC0151	151	The Antlered Crown	Enemy		‰	Dunland. Raven Clan.			5	5	9	The Antlered Crown	4	15		3	eaaececf-9322-43b5-a190-bdfadd7a695e			Forced: When Raven Chief attacks, remove 1 time counter from the active location, if able.	
Raven Chiefs Camp	TAC	TAC0152	152	The Antlered Crown	Location		‰	Dunland.						The Antlered Crown	4		9	3	1208f735-6984-4c4d-ab8c-429664e4e060			Time 3. Forced: After the last time counter is removed from this location, exhaust each damaged character. Place 3 time counters on this location.	
Raven Warrior	TAC	TAC0153	153	The Antlered Crown	Enemy			Dunland. Raven Clan.			4	2	5	The Antlered Crown	3	36			4ebd8ec5-79fe-4305-9c33-e06d37b1c8d5			Forced: After Raven Warrior engages a player, remove X time counters from locations in play. X is the number of cards in the engaged player’s hand.	Shadow: Defending player discards an attachment he controls.
Raven Skirmisher	TAC	TAC0154	154	The Antlered Crown	Enemy			Dunland. Raven Clan.			3	2	2	The Antlered Crown	2	26			7271da0e-570b-461c-b632-b6f82ab2c146			When Revealed: Either remove 1 time counter from the active location, or reveal an additional encounter card.	Shadow: Attacking enemy gets +X Û, where X is the Time X value on the active location.
Raven War-camp	TAC	TAC0155	155	The Antlered Crown	Location			Dunland.						The Antlered Crown	2		4		5842e027-3789-4253-a382-27527ec4fe8a			Time 3. Forced: After the last time counter is removed from this location, starting with the first player, each player draws the top card of the Raven deck and puts it into play engaged with him.	
Raven Village	TAC	TAC0156	156	The Antlered Crown	Location			Dunland.						The Antlered Crown	2		3		2935fd55-6945-4c20-8586-c435ceec52f3			Time 2. Forced: After the last time counter is removed from this location, reveal the top card of the Raven deck and add it to the staging area.	Shadow: Deal attacking enemy 2 additional shadow cards from the Raven deck.
Dunland Battlefield	TAC	TAC0157	157	The Antlered Crown	Location			Dunland.						The Antlered Crown	3		5		13b4d81e-1bd7-4a56-a418-b60e58767c12			Time 3. Forced: After the last time counter is removed from this location, each player assigns X damage among characters he controls, where X is the number of cards in his hand.	Shadow: Deal 1 damage to the defending character.
Raven Country	TAC	TAC0158	158	The Antlered Crown	Location			Dunland.						The Antlered Crown	3		6		54a26608-eebd-4bd6-855a-ceccb4507bab			Time 4. Forced: After the last time counter is removed from this location, each player raises his threat by the number of cards in his hand.	Shadow: Defending player assigns X damage among characters he controls. X is the Time X value on the active location.
Raising the Cry	TAC	TAC0159	159	The Antlered Crown	Treachery									The Antlered Crown					e1479aa5-7a6d-426a-930b-64ae24143733			When Revealed: Remove 1 time counter from each location in play. Place X time counters on each location in play with no time counters on it. X is the “Time X” value on that location. If there are no locations in the staging area, Raising the Cry gains surge.	
Fierce Folk	TAC	TAC0160	160	The Antlered Crown	Treachery									The Antlered Crown					857da3db-7159-4dfa-a925-8547fb6df455			When Revealed: Each player draws 3 cards. Until the end of the round, players cannot play events.	Shadow: Attacking enemy gets +1 Û. If this attack destroys a character, remove 1 time counter from the active location.
Driven Back	TAC	TAC0161	161	The Antlered Crown	Treachery									The Antlered Crown					1edaecb1-72e8-49db-98fd-6fc377815c4b			When Revealed: Remove all progress from each location in the staging area. Increase the total $ in the staging area by 1 for each progress removed this way. If no progress was removed by this effect, Driven Back gains surge.	
Pippin	EaAD	EaAD0056	56	Encounter at Amon Dîn	Hero	Spirit	‰	Hobbit.	6	2	1	1	2						fd89bdbf-7475-4f3e-96fc-8f5315a90021			If each hero you control has the Hobbit trait, Pippin gains: "Response: After an enemy engages you, raise your threat by 3 to return it to the staging area. Until the end of the round, that enemy cannot engage you."	
Denethor	EaAD	EaAD0057	57	Encounter at Amon Dîn	Ally	Leadership	‰	Gondor. Noble.	4	3	1	2	3						fd89bdbf-7475-4f3e-96fc-8f5315a90022			Denethor gets -1 Ò for each damaged hero you control.Discard Denethor if his Ò is 0 or less.	
Lord of Morthond	EaAD	EaAD0058	58	Encounter at Amon Dîn	Attachment	Leadership	‰	Title.	1										fd89bdbf-7475-4f3e-96fc-8f5315a90023			If each hero you control has a printed Ì resource icon, Lord of Morthond gains: "Response: After you play a Î, Ê, or Ï ally, draw 1 card."	
Book of Eldacar	EaAD	EaAD0059	59	Encounter at Amon Dîn	Attachment	Tactics	‰	Record.	4										fd89bdbf-7475-4f3e-96fc-8f5315a90024			Reduce the cost to play Book of Eldacar by 1 for each hero you control with a printed Ï resource icon.Action: Discard Book of Eldacar to play any Ï event card in your discard pile as if it were in your hand. Then, place that event on the bottom of your deck.	
Gondorian Discipline	EaAD	EaAD0060	60	Encounter at Amon Dîn	Event	Tactics		Gondor.	0										fd89bdbf-7475-4f3e-96fc-8f5315a90025			Response: Cancel up to 2 points of damage just dealt to a Gondor character.	
Minas Tirith Lampwright	EaAD	EaAD0061	61	Encounter at Amon Dîn	Ally	Spirit		Gondor. Craftsman.	1	0	0	1	1						fd89bdbf-7475-4f3e-96fc-8f5315a90026			Response: After an encounter card with surge is revealed, discard Minas Tirith Lampwright to name enemy, location, or treachery. If the next encounter card revealed is the named type, discard it without resolving its effects.	
Small Target	EaAD	EaAD0062	62	Encounter at Amon Dîn	Event	Spirit			1										fd89bdbf-7475-4f3e-96fc-8f5315a90027			Response: After a Hobbit hero you control exhausts to defend an attack, choose another enemy engaged with you and reveal the attacking enemy's shadow card. If that shadow card has no shadow effect, resolve this enemy's attack against the chosen enemy. If that shadow card has a shadow effect, resolve this attack as normal.	
Ithilien Archer	EaAD	EaAD0063	63	Encounter at Amon Dîn	Ally	Lore		Gondor. Ranger.	3	1	2	1	2						fd89bdbf-7475-4f3e-96fc-8f5315a90028			Response: After Ithilien Archer attacks and damages an enemy, return that enemy to the staging area.	
Ithilien Pit	EaAD	EaAD0064	64	Encounter at Amon Dîn	Attachment	Lore		Trap.	1										fd89bdbf-7475-4f3e-96fc-8f5315a90029			Play Ithilien Pit into the staging area unattached.If unattached, attach Ithilien Pit to the next eligible enemy that enters the staging area.Any character may choose attached enemy as the target of an attack.	
Hobbit-sense	EaAD	EaAD0065	65	Encounter at Amon Dîn	Event	Neutral			2										fd89bdbf-7475-4f3e-96fc-8f5315a90030			Combat Action: Enemies engaged with you do not attack this round. You cannot declare attacks this round.	
